id,data_count_new,cluster_belong_new,data_count_sum
24619,1,-1,26883
24620,1,-1,26884
24621,1,-1,26885
24622,1,-1,26886
24623,1,-1,26887
24624,1,-1,26888
24625,1,-1,26889
24626,1,-1,26890
24627,1,-1,26891
24628,1,-1,26892
24629,1,-1,26893
24630,1,-1,26894
24631,1,-1,26895
24632,1,-1,26896
24633,1,-1,26897
24634,1,-1,26898
24635,1,-1,26899
24636,1,-1,26900
24637,1,-1,26901
24638,1,-1,26902
24639,1,-1,26903
24640,1,-1,26904
24641,1,-1,26905
24642,1,-1,26906
24643,1,-1,26907
24644,1,-1,26908
24645,1,-1,26909
24646,1,-1,26910
24647,1,-1,26911
24648,1,-1,26912
24649,1,-1,26913
24650,1,-1,26914
24651,2,5,26916
24652,1,-1,26917
24653,1,-1,26918
24654,1,-1,26919
24655,1,-1,26920
24656,1,-1,26921
24657,1,-1,26922
24658,1,-1,26923
24659,2,6,26925
24660,1,-1,26926
24661,1,-1,26927
24662,1,-1,26928
24663,1,-1,26929
24664,1,-1,26930
24665,1,-1,26931
24666,2,8,26933
24667,1,-1,26934
24668,1,-1,26935
24669,1,-1,26936
24670,1,-1,26937
24671,1,-1,26938
24672,1,-1,26939
24673,1,-1,26940
24674,1,-1,26941
24675,1,-1,26942
24676,1,-1,26943
24677,1,-1,26944
24678,1,-1,26945
24679,1,-1,26946
24680,2,8,26948
24681,1,-1,26949
24682,1,-1,26950
24683,1,-1,26951
24684,1,-1,26952
24685,1,-1,26953
24686,1,-1,26954
24687,1,-1,26955
24688,1,-1,26956
24689,1,-1,26957
24690,1,-1,26958
24691,1,-1,26959
24692,1,-1,26960
24693,1,-1,26961
24694,1,-1,26962
24695,1,-1,26963
24696,1,-1,26964
24697,1,-1,26965
24698,2,8,26967
24699,1,-1,26968
24700,1,-1,26969
24701,1,-1,26970
24702,1,-1,26971
24703,1,-1,26972
24704,1,-1,26973
24705,1,-1,26974
24706,1,-1,26975
24707,1,-1,26976
24708,1,-1,26977
24709,1,-1,26978
24710,1,-1,26979
24711,2,8,26981
24712,1,-1,26982
24713,1,-1,26983
24714,1,-1,26984
24715,1,-1,26985
24716,1,-1,26986
24717,1,-1,26987
24718,2,3,26989
24719,1,-1,26990
24720,1,-1,26991
24721,1,-1,26992
24722,1,-1,26993
24723,1,-1,26994
24724,1,-1,26995
24725,1,-1,26996
24726,1,-1,26997
24727,1,-1,26998
24728,1,-1,26999
24729,1,-1,27000
24730,1,-1,27001
24731,1,-1,27002
24732,1,-1,27003
24733,1,-1,27004
24734,1,-1,27005
24735,1,-1,27006
24736,2,7,27008
24737,1,-1,27009
24738,1,-1,27010
24739,1,-1,27011
24740,1,-1,27012
24741,1,-1,27013
24742,1,-1,27014
24743,1,-1,27015
24744,1,-1,27016
24745,1,-1,27017
24746,3,2,27020
24747,1,-1,27021
24748,1,-1,27022
24749,1,-1,27023
24750,1,-1,27024
24751,2,2,27026
24752,1,-1,27027
24753,1,-1,27028
24754,1,-1,27029
24755,2,0,27031
24756,1,-1,27032
24757,1,-1,27033
24758,1,-1,27034
24759,1,-1,27035
24760,1,-1,27036
24761,1,-1,27037
24762,3,8,27040
24763,1,-1,27041
24764,1,-1,27042
24765,1,-1,27043
24766,1,-1,27044
24767,1,-1,27045
24768,1,-1,27046
24769,1,-1,27047
24770,1,-1,27048
24771,1,-1,27049
24772,1,-1,27050
24773,1,-1,27051
24774,1,-1,27052
24775,1,-1,27053
24776,1,-1,27054
24777,1,-1,27055
24778,1,-1,27056
24779,1,-1,27057
24780,1,-1,27058
24781,1,-1,27059
24782,1,-1,27060
24783,1,-1,27061
24784,1,-1,27062
24785,1,-1,27063
24786,1,-1,27064
24787,1,-1,27065
24788,1,-1,27066
24789,1,-1,27067
24790,2,8,27069
24791,1,-1,27070
24792,1,-1,27071
24793,1,-1,27072
24794,1,-1,27073
24795,1,-1,27074
24796,1,-1,27075
24797,1,-1,27076
24798,1,-1,27077
24799,1,-5,27078
24800,1,-5,27079
24801,2,7,27081
24802,1,-1,27082
24803,1,-1,27083
24804,1,-1,27084
24805,1,-1,27085
24806,1,-1,27086
24807,1,-1,27087
24808,1,-1,27088
24809,1,-1,27089
24810,1,-1,27090
24811,1,-1,27091
24812,1,-1,27092
24813,1,-1,27093
24814,1,-1,27094
24815,1,-1,27095
24816,1,-1,27096
24817,1,-1,27097
24818,1,-1,27098
24819,1,-1,27099
24820,1,-1,27100
24821,1,-1,27101
24822,1,-1,27102
24823,1,-1,27103
24824,2,0,27105
24825,1,-1,27106
24826,1,-1,27107
24827,2,3,27109
24828,1,-1,27110
24829,1,-1,27111
24830,1,-1,27112
24831,1,-1,27113
24832,1,-1,27114
24833,1,-1,27115
24834,1,-1,27116
24835,1,-1,27117
24836,1,-1,27118
24837,1,-1,27119
24838,3,5,27122
24839,1,-1,27123
24840,1,-1,27124
24841,1,-1,27125
24842,1,-1,27126
24843,1,-1,27127
24844,1,-1,27128
24845,1,-1,27129
24846,1,-1,27130
24847,1,-1,27131
24848,1,-1,27132
24849,1,-1,27133
24850,1,-1,27134
24851,1,-1,27135
24852,1,-1,27136
24853,1,-1,27137
24854,1,-1,27138
24855,1,-1,27139
24856,1,-1,27140
24857,1,-1,27141
24858,1,-1,27142
24859,1,-1,27143
24860,1,-1,27144
24861,1,-1,27145
24862,1,-1,27146
24863,1,-1,27147
24864,1,-1,27148
24865,1,-1,27149
24866,1,-1,27150
24867,1,-1,27151
24868,2,5,27153
24869,1,-1,27154
24870,1,-1,27155
24871,1,-1,27156
24872,1,-1,27157
24873,3,9,27160
24874,1,-1,27161
24875,1,-1,27162
24876,1,-1,27163
24877,1,-1,27164
24878,1,-1,27165
24879,1,-1,27166
24880,1,-1,27167
24881,1,-1,27168
24882,1,-1,27169
24883,1,-1,27170
24884,1,-1,27171
24885,1,-1,27172
24886,2,6,27174
24887,1,-1,27175
24888,2,4,27177
24889,1,-1,27178
24890,1,-1,27179
24891,2,4,27181
24892,1,-1,27182
24893,1,-1,27183
24894,1,-1,27184
24895,1,-1,27185
24896,1,-1,27186
24897,1,-1,27187
24898,1,-1,27188
24899,1,-1,27189
24900,1,-1,27190
24901,1,-1,27191
24902,1,-1,27192
24903,1,-1,27193
24904,1,-1,27194
24905,1,-1,27195
24906,1,-1,27196
24907,1,-1,27197
24908,1,-1,27198
24909,1,-1,27199
24910,1,-1,27200
24911,1,-1,27201
24912,1,-1,27202
24913,1,-1,27203
24914,1,-1,27204
24915,1,-1,27205
24916,1,-1,27206
24917,1,-1,27207
24918,1,-1,27208
24919,1,-1,27209
24920,1,-1,27210
24921,1,-1,27211
24922,1,-1,27212
24923,1,-1,27213
24924,2,0,27215
24925,1,-1,27216
24926,1,-1,27217
24927,1,-1,27218
24928,2,6,27220
24929,1,-1,27221
24930,2,5,27223
24931,1,-1,27224
24932,2,9,27226
24933,1,-1,27227
24934,1,-1,27228
24935,1,-1,27229
24936,1,-1,27230
24937,1,-1,27231
24938,1,-1,27232
24939,1,-1,27233
24940,1,-1,27234
24941,1,-1,27235
24942,1,-1,27236
24943,1,-1,27237
24944,1,-1,27238
24945,1,-1,27239
24946,1,-1,27240
24947,1,-1,27241
24948,1,-1,27242
24949,1,-1,27243
24950,1,-1,27244
24951,1,-1,27245
24952,1,-1,27246
24953,1,-1,27247
24954,2,5,27249
24955,1,-1,27250
24956,1,-1,27251
24957,1,-1,27252
24958,1,-1,27253
24959,1,-1,27254
24960,2,0,27256
24961,1,-1,27257
24962,1,-1,27258
24963,1,-1,27259
24964,1,-1,27260
24965,1,-1,27261
24966,1,-1,27262
24967,1,-1,27263
24968,1,-1,27264
24969,1,-1,27265
24970,1,-1,27266
24971,1,-1,27267
24972,1,-1,27268
24973,1,-1,27269
24974,1,-1,27270
24975,1,-1,27271
24976,2,2,27273
24977,1,-5,27274
24978,1,-1,27275
24979,1,-1,27276
24980,1,-1,27277
24981,1,-1,27278
24982,1,-1,27279
24983,1,-1,27280
24984,1,-1,27281
24985,1,-1,27282
24986,1,-1,27283
24987,1,-1,27284
24988,1,-1,27285
24989,1,-1,27286
24990,1,-1,27287
24991,1,-1,27288
24992,1,-1,27289
24993,1,-1,27290
24994,1,-1,27291
24995,1,-1,27292
24996,1,-1,27293
24997,1,-1,27294
24998,1,-1,27295
24999,1,-1,27296
25000,1,-1,27297
25001,1,-1,27298
25002,1,-1,27299
25003,1,-1,27300
25004,1,-1,27301
25005,1,-1,27302
25006,2,0,27304
25007,1,-5,27305
25008,1,-1,27306
25009,1,-1,27307
25010,1,-1,27308
25011,1,-1,27309
25012,1,-1,27310
25013,1,-1,27311
25014,1,-1,27312
25015,1,-1,27313
25016,1,-1,27314
25017,2,6,27316
25018,1,-1,27317
25019,2,1,27319
25020,1,-1,27320
25021,1,-1,27321
25022,3,9,27324
25023,3,0,27327
25024,1,-1,27328
25025,1,-1,27329
25026,1,-1,27330
25027,1,-1,27331
25028,1,-1,27332
25029,1,-1,27333
25030,1,-1,27334
25031,1,-1,27335
25032,1,-1,27336
25033,1,-1,27337
25034,1,-1,27338
25035,1,-1,27339
25036,1,-1,27340
25037,1,-1,27341
25038,1,-1,27342
25039,1,-1,27343
25040,1,-1,27344
25041,1,-1,27345
25042,1,-1,27346
25043,1,-1,27347
25044,1,-1,27348
25045,1,-1,27349
25046,1,-1,27350
25047,1,-1,27351
25048,1,-1,27352
25049,1,-1,27353
25050,1,-1,27354
25051,1,-1,27355
25052,1,-1,27356
25053,1,-1,27357
25054,1,-1,27358
25055,1,-1,27359
25056,1,-1,27360
25057,1,-1,27361
25058,1,-5,27362
25059,2,0,27364
25060,1,-1,27365
25061,1,-1,27366
25062,1,-1,27367
25063,1,-1,27368
25064,1,-1,27369
25065,1,-1,27370
25066,2,0,27372
25067,1,-1,27373
25068,1,-1,27374
25069,1,-1,27375
25070,1,-1,27376
25071,1,-1,27377
25072,2,0,27379
25073,1,-1,27380
25074,1,-1,27381
25075,1,-1,27382
25076,1,-1,27383
25077,1,-1,27384
25078,1,-1,27385
25079,1,-1,27386
25080,1,-1,27387
25081,1,-1,27388
25082,1,-1,27389
25083,1,-1,27390
25084,1,-1,27391
25085,1,-1,27392
25086,1,-1,27393
