id,data_count_new,cluster_belong_new,data_count_sum
1442,2,1,2276
1443,1,-5,2277
1444,3,7,2280
1445,1,-5,2281
1446,2,3,2283
1447,1,-5,2284
1448,2,0,2286
1449,1,-5,2287
1450,1,-5,2288
1451,2,4,2290
1452,1,-5,2291
1453,2,6,2293
1454,3,0,2296
1455,3,2,2299
1456,2,8,2301
1457,2,5,2303
1458,1,-5,2304
1459,2,8,2306
1460,3,7,2309
1461,1,-5,2310
1462,2,9,2312
1463,2,8,2314
1464,1,-5,2315
1465,1,-5,2316
1466,1,-5,2317
1467,1,-5,2318
1468,2,4,2320
1469,2,4,2322
1470,1,-5,2323
1471,2,6,2325
1472,2,7,2327
1473,2,2,2329
1474,1,-5,2330
1475,1,-5,2331
1476,3,4,2334
1477,1,-5,2335
1478,1,-5,2336
1479,2,4,2338
1480,1,-5,2339
1481,1,-5,2340
1482,1,-5,2341
